,0,1,2,3,4,5,6
4255,89900,2017,84887,1395,0,44,1
4256,51900,2016,90000,1197,0,16,2
4257,78000,2018,92000,1984,0,32,-
4258,89900,2018,99000,1968,1,32,1
4259,44900,2014,144204,1968,1,32,1
4260,38900,2011,189000,1598,1,32,2
4261,56900,2012,178000,1968,1,44,1
4262,27500,2005,196000,1595,1,16,-
4263,19900,2009,188000,1896,1,16,1
4264,28800,2017,122000,999,0,49,1
4265,29000,2009,164950,1390,0,38,1
4266,23900,2008,229000,1968,1,39,1
4267,28500,2009,181000,1390,0,16,2
4268,44900,2012,311000,1968,1,10,1
4269,29800,2009,196000,1390,0,38,1
4270,26300,2012,135000,1198,0,35,2
4271,24900,2009,192000,2000,1,32,1
4272,61999,2016,111000,1968,1,32,0
4273,16900,2005,136344,1598,0,16,1
4274,25900,2010,207000,1968,1,32,1
4275,75900,2019,84177,1395,0,25,-
4276,19990,2007,263669,1896,1,16,2
4277,88900,2020,165000,1968,1,32,0
4278,12900,2007,128000,1198,0,35,-
4279,24900,2008,209000,1896,1,47,2
4280,16900,2005,223000,1595,0,47,1
4281,17800,2005,296300,1968,1,32,-
4282,15999,2007,214000,1896,1,16,1
4283,131000,2017,158750,1984,0,2,-
4284,103320,2019,119000,1498,0,47,1
4285,34900,2012,239000,2480,1,25,2
4286,72447,2014,301000,1968,1,48,1
4287,66000,2011,167000,1984,0,16,1
4288,7000,2001,168000,1390,0,35,-
4289,19900,2010,148000,1968,1,32,1
4290,45000,2012,251127,1984,0,10,1
4291,44900,2018,41985,999,0,49,2
4292,15000,2007,285482,1896,1,16,1
4293,18900,2008,234800,1390,0,16,1
4294,29900,2007,188000,2967,1,34,1
4295,30900,2011,237000,1598,1,32,1
4296,93500,2019,103000,1968,1,32,1
4297,92250,2019,167000,1968,1,32,1
4298,13500,2004,172058,1390,0,16,-
4299,37500,2013,175941,1390,0,16,1
4300,27600,2009,214000,1595,0,47,1
4301,72000,2017,103699,1498,0,16,-
4302,4199,1994,213121,1984,0,32,1
4303,53500,2014,87000,1395,0,44,0
4304,56500,2017,46000,1798,0,16,1
4305,7800,2001,400044,1896,1,32,-
4306,47900,2019,41000,999,0,35,-
4307,4199,1992,213131,1781,1,32,-
4308,7499,2006,179000,1198,0,14,1
4309,63700,2016,101000,1395,0,16,1
4310,81500,2012,134000,4172,0,34,-
4311,5199,1994,213121,1598,1,16,-
4312,40900,2015,236000,1598,1,16,1
4313,7800,2007,336566,1896,1,16,-
4314,38500,2012,94500,1197,0,16,-
4315,44500,2016,87890,1395,0,16,-
4316,52500,2015,231000,1968,1,32,0
4317,10800,2007,198088,1896,1,47,-
4318,19900,1973,300000,1184,0,15,-
4319,69900,2018,198251,1798,0,32,0
4320,74990,2018,157000,1968,1,32,0
4321,45999,2013,217516,1598,1,47,2
4322,44500,2013,146000,1984,0,10,0
4323,88500,2018,59500,1984,0,35,-
4324,9500,2006,402000,1896,1,32,-
4325,53998,2013,117530,1395,0,16,1
4326,79700,2017,51900,1395,0,32,1
4327,102000,2017,64077,1498,0,16,-
4328,62900,2018,31500,1598,1,35,1
4329,13500,2007,303000,1896,1,32,0
4330,79000,2013,172500,1984,0,16,2
4331,72900,2017,56000,1984,0,16,-
4332,27900,2009,154000,1390,0,47,1
4333,9999,2006,340000,1968,1,32,-
4334,25900,2014,166000,999,0,49,1
4335,41000,2014,220000,1598,1,32,2
4336,49999,2009,154000,3597,0,32,-
4337,24900,2010,226200,1968,1,32,1
4338,95700,2018,56490,1498,0,41,1
4339,23900,2008,215100,1896,1,47,2
4340,11000,2005,95309,1198,0,35,2
4341,20600,2006,195000,1968,1,32,2
4342,3800,2002,226000,1896,1,35,-
4343,49900,2019,140000,1598,1,16,-
4344,55900,2019,100000,1598,1,16,0
4345,13200,2006,201000,1598,0,16,0
4346,79900,2021,44000,1968,1,16,-
4347,37900,2010,279000,1968,1,10,1
4348,35500,2015,253000,1968,1,25,1
4349,44700,2015,197107,1968,1,16,1
4350,18900,2009,248000,1968,1,32,1
4351,136900,2018,144000,1968,1,2,1
4352,71500,2018,106000,1968,1,32,0
4353,38400,2017,104000,1968,1,16,-
4354,37900,2015,176777,1968,1,39,-
4355,7900,2003,165650,1390,0,16,2
4356,37900,2018,24200,999,0,49,0
4357,74900,2017,215000,1984,0,32,0
4358,2800,1997,300000,1781,1,32,-
4359,11500,2006,238763,1896,1,25,0
4360,189420,2022,11000,1984,0,16,-
4361,43900,2011,236000,1968,1,39,-
4362,115000,2019,106000,1984,0,44,0
4363,130380,2019,55000,1968,1,32,1
4364,35670,2006,320000,2481,1,30,-
4365,32000,2014,232000,1981,0,25,1
4366,53500,2014,190000,1968,1,39,0
4367,16999,2004,210000,1896,1,47,-
4368,16999,2007,209000,1390,0,16,1
4369,101900,2015,172100,1968,1,1,1
4370,32000,2009,100000,1968,1,16,2
4371,78900,2017,94000,1395,0,16,2
4372,57900,2019,123000,1598,1,16,1
4373,34900,2008,164000,1395,0,44,-
4374,13900,2005,156000,1390,0,16,-
4375,58500,2013,216900,1968,1,32,2
4376,11900,2006,150500,1198,0,35,2
4377,65000,2013,130000,1968,1,44,1
4378,123000,1976,20000,1970,0,48,-
4379,41900,2014,97000,1197,0,16,1
4380,24900,2010,195000,1390,0,16,-
4381,23900,2010,160000,1598,1,35,2
4382,199900,2020,16000,1968,1,30,-
4383,44999,2013,175000,1968,1,16,1
4384,4500,2003,289000,1896,1,4,-
4385,21900,2010,349000,1390,0,16,-
4386,35500,2011,199000,1598,1,47,1
4387,27950,2009,265000,1595,1,47,1
4388,46600,2017,129669,1984,0,44,-
4389,9900,2001,242356,2496,1,32,-
4390,65600,2016,84877,1395,0,16,1
4391,200121,2016,126000,1968,1,30,2
4392,79800,2016,132000,1968,1,47,-
4393,7900,2006,150000,1422,1,14,2
4394,119999,2018,120243,1968,1,2,1
4395,39900,2011,237320,1968,1,7,1
4396,91900,2019,36706,1498,0,32,1
4397,37800,2014,150000,1968,1,44,1
4398,25500,2008,237858,1968,1,16,2
4399,109470,2014,201000,1984,0,30,-
4400,26000,2009,175671,1390,0,47,1
4401,7500,2004,317179,1896,1,16,1
4402,36400,2013,276421,1598,1,47,1
4403,22900,2007,242883,2967,1,46,-
4404,25800,2008,364000,2000,1,47,2
4405,118900,2018,245062,1968,1,30,1
4406,210330,2021,36057,1984,0,16,1
4407,59900,2018,134896,1598,1,16,1
4408,36900,2011,139101,1390,0,32,1
4409,48900,2014,164000,1598,1,16,1
4410,3813,1997,394700,1896,1,32,1
4411,12900,2009,86000,1198,0,35,1
4412,49900,2018,139000,1598,1,16,0
4413,139900,2018,63000,1968,1,2,1
4414,13900,2004,352000,2000,1,47,2
4415,26900,2006,172000,3189,0,32,1
4416,39000,2012,130000,1595,1,16,2
4417,89900,2014,178000,1968,1,1,-
4418,21000,2007,193503,1968,1,32,-
4419,8000,2002,276209,1896,1,5,2
4420,23900,2010,268000,1598,1,35,1
4421,18800,2007,286000,1900,1,32,2
4422,34800,2014,167000,1598,1,16,0
4423,10900,2003,212000,1984,0,5,2
4424,44900,2016,143000,1968,1,25,1
4425,31999,2010,188000,1197,0,16,-
4426,79900,2016,113431,1968,1,47,-
4427,45000,2014,185274,1395,0,16,1
4428,17900,2007,307700,1896,1,16,2
4429,36900,2011,235000,1390,0,32,1
4430,24900,2008,200000,1984,0,44,-
4431,15900,2005,198000,1390,1,7,1
4432,38700,2014,219000,1395,0,16,1
4433,8900,2006,154000,1198,0,14,2
4434,14900,2007,174000,1390,0,16,1
4435,35900,2011,289500,1968,1,32,1
4436,25200,2009,163000,1390,0,16,2
4437,22900,2010,192565,1598,1,32,1
4438,12900,2008,169000,1390,0,35,1
4439,5000,1999,87350,999,0,29,-
4440,11900,2006,192500,1198,0,35,1
4441,6200,2002,275000,1198,0,35,1
4442,77900,2016,84200,1968,1,44,0
4443,89900,2017,147267,1968,1,44,1
4444,58900,2015,101000,1984,0,44,1
4445,12800,1998,265765,2500,1,48,-
4446,20500,2005,195000,1968,1,16,-
4447,25000,1969,2000,1200,0,15,-
4448,54500,2011,306655,1968,1,39,2
4449,72900,2014,190000,1968,1,39,2
4450,42900,2012,166000,1968,1,44,-
4451,9900,2004,307570,1896,1,32,2
4452,98900,2018,71000,1968,1,32,1
4453,43542,2016,168000,1968,1,25,1
4454,17500,2010,85107,1390,0,35,-
4455,6500,1998,233000,1390,0,16,-
4456,33500,2007,180700,2967,1,34,2
4457,34900,2011,166000,1968,1,44,-
4458,33900,2013,308000,1968,1,32,1
4459,8200,2008,172000,1198,0,14,1
4460,55350,2015,106000,-,1,49,1
4461,24500,2009,125233,1390,0,16,2
4462,4700,2004,225000,1198,0,35,-
4463,8900,2003,258000,1896,1,47,-
4464,16400,2006,264792,1896,1,47,2
4465,109000,2018,53265,1968,1,48,-
4466,15990,1995,427000,2370,1,9,-
4467,5990,1999,355000,1595,0,16,-
4468,19900,2007,170000,1968,1,47,0
4469,59900,2013,198000,1968,1,44,1
4470,19500,2006,277000,1968,1,47,-
4471,16700,2007,204531,1390,0,35,2
4472,54900,2012,264000,1968,1,39,1
4473,6900,2001,206543,1390,0,35,-
4474,18900,2009,187000,1798,0,32,1
4475,21900,2009,160000,1198,0,35,-
4476,29500,2015,36200,1395,0,16,0
4477,69900,2017,145500,1968,1,32,1
4478,49900,2016,54850,1395,0,25,0
4479,111000,2017,121892,1968,1,16,-
4480,55900,2016,260000,1968,1,16,1
4481,59000,2020,71000,999,0,41,-
4482,152900,2021,52000,1984,0,16,1
4483,13333,2012,101000,999,0,49,-
4484,8777,2006,146000,1198,0,14,2
4485,66800,2016,217000,1968,1,32,1
4486,150900,2018,59795,1968,1,44,2
4487,98400,2018,81500,1968,1,32,1
4488,34900,2008,290300,1968,1,44,-
4489,15500,2007,368000,1968,1,32,1
4490,53500,1991,111285,2861,0,11,-
4491,18200,2007,255531,1968,1,32,2
4492,146666,2020,60582,1968,1,32,2
4493,14000,2009,329230,1896,1,7,-
4494,18900,2007,195000,1390,0,16,1
4495,15950,2005,227000,1896,1,32,2
4496,43900,2013,193000,1968,1,16,1
4497,19900,2012,120000,999,0,49,1
4498,36500,2014,164800,1968,1,16,-
4499,68000,2017,210000,1968,1,32,1
4500,2700,2001,244000,1198,0,35,-
4501,98900,2019,79900,1498,0,41,1
4502,68880,2015,159000,1968,1,44,1
4503,36500,2010,250000,1968,1,10,2
4504,28700,2012,188980,1598,1,32,-
4505,42500,2011,175000,1968,1,10,1
4506,14999,2008,232000,1390,0,16,0
4507,56900,2016,71000,1395,0,16,1
4508,240000,2018,180000,2967,1,46,2
4509,20900,2007,273000,1896,1,47,2
4510,23999,2009,240000,1390,0,16,1
4511,49999,2007,342756,2460,1,48,-
4512,31900,2012,194000,1598,1,16,2
4513,78500,2016,102300,1395,0,32,-
4514,5999,1987,219875,1970,0,32,-
4515,34900,2011,279000,1968,1,32,2
4516,6300,2002,230000,1390,0,35,1
4517,74900,2012,288123,2967,1,46,1
4518,25500,2006,236754,3189,0,32,1
4519,7900,2003,264000,1984,0,32,1
4520,31000,2012,255000,1598,1,32,1
4521,44900,2008,325000,1896,1,9,-
4522,45200,2012,159000,1968,1,32,1
4523,16700,2007,219500,1896,1,16,1
4524,16900,2006,270000,1896,1,25,-
4525,29900,2011,380000,1968,1,32,1
4526,11900,2007,185000,1198,0,35,1
4527,99900,2021,11000,999,0,41,1
4528,52900,2013,190700,1968,1,44,1
4529,25900,2010,188000,1598,1,16,1
4530,24900,2008,189667,1595,0,47,1
4531,39900,2014,237000,1598,1,47,1
4532,49000,1974,30000,1584,0,27,-
4533,9900,2008,319000,1422,1,35,1
4534,72000,2011,153000,1968,1,1,-
4535,39500,2011,297000,1968,1,32,2
4536,25999,2008,289000,1896,1,47,-
4537,57000,2002,370000,2500,1,30,-
4538,32900,2012,231000,1598,1,32,1
4539,18900,2008,248500,1896,1,16,2
4540,85500,2018,94000,1968,1,32,1
4541,14900,2009,312000,1968,1,32,-
4542,28900,2018,118306,1968,1,44,-
4543,3000,1987,150000,1595,0,16,-
4544,29900,2011,148063,1197,0,25,1
4545,13900,2004,187000,1598,0,16,2
4546,8499,2001,295000,1896,1,32,-
4547,7000,1999,195745,1984,0,4,2
4548,42500,2016,203000,1598,1,16,1
4549,108117,2018,228000,1968,1,48,0
4550,21000,2009,263300,1968,1,16,0
4551,25000,2008,388000,1896,1,48,0
4552,3600,2002,310000,1896,1,35,0
4553,23000,2004,249000,4172,0,34,1
4554,132000,2018,68000,1968,1,44,1
4555,51700,2016,291200,1968,1,32,1
4556,48500,2020,32500,1984,0,44,-
4557,55000,2011,416000,1965,1,48,-
4558,25000,2007,120125,1595,0,47,1
4559,38990,2008,174000,1968,1,44,1
4560,149800,2020,116473,1498,0,44,-
4561,69900,2019,101000,1598,1,16,1
4562,57500,2014,75200,1390,0,32,-
4563,129900,2013,182000,1968,1,30,-
4564,41500,2013,163000,1197,0,16,1
4565,-,2018,131000,1395,0,16,-
4566,18900,2007,215000,1595,0,16,1
4567,41820,2011,371464,1968,1,32,2
4568,52999,2014,220500,1968,1,32,2
4569,16900,2005,250358,1896,1,7,1
4570,19900,2011,210000,1198,0,35,0
4571,72900,2017,151378,1968,1,32,1
4572,41900,2008,345285,1896,1,9,-
4573,26900,2012,233800,1968,1,32,-
4574,23850,2010,196453,1390,0,16,-
4575,123000,2019,36000,1498,0,32,2
4576,87900,2018,188000,1968,1,32,2
4577,90000,2017,110000,1395,0,47,1
4578,139900,2018,123000,1968,1,2,2
4579,54900,2018,161356,1598,1,16,1
4580,195000,2020,71000,1968,1,2,1
4581,164000,2019,212522,1968,1,9,2
4582,6700,2000,234000,1984,0,4,0
4583,46999,2012,250000,1968,1,44,0
4584,41000,2012,301000,1968,1,39,0
4585,24900,2012,140000,1390,0,13,-
4586,84900,2018,49000,1984,0,44,-
4587,16900,2005,200307,1968,1,32,-
4588,57500,2015,119150,1390,0,10,1
4589,12900,2004,234000,1598,0,16,2
4590,39000,2012,166000,1798,0,32,1
4591,6950,2000,249000,1390,0,16,2
4592,69900,2016,220000,1968,1,16,1
4593,71500,2019,75000,1598,1,16,1
4594,5000,1995,164000,1781,0,16,1
4595,65900,2019,147000,1598,1,16,1
4596,129800,2017,80400,1968,1,44,2
4597,47900,2016,117300,1197,0,16,-
4598,23500,1986,261618,1760,0,16,-
4599,18900,2005,106000,1595,1,16,2
4600,18500,2006,211000,1968,1,32,-
4601,43500,2011,188000,1968,1,32,2
4602,51800,2011,228973,1968,1,44,2
4603,46900,2016,259800,1968,1,39,-
4604,35900,2014,350000,1968,1,32,1
4605,15999,2008,221582,1390,0,16,0
4606,16800,2005,133907,1595,0,16,1
4607,39900,2016,233000,1598,1,16,1
4608,10000,2002,252000,1781,1,32,2
4609,62900,2017,174000,1598,1,16,1
4610,24900,2009,307000,1598,1,16,2
4611,36900,2013,149000,1200,0,7,1
4612,120000,2017,88200,1984,0,44,1
4613,44900,2011,294000,1968,1,10,-
4614,44900,2014,198000,1598,1,16,1
4615,27600,2010,180000,1900,1,7,1
4616,37300,2015,149000,1600,1,7,1
4617,87700,2018,21289,999,0,16,2
4618,49900,2020,18800,1498,0,16,-
4619,129900,2017,137000,1968,1,2,1
4620,106000,2018,109000,1968,1,44,1
4621,31800,2010,258000,1390,0,44,1
4622,15900,2006,204941,1968,1,47,1
4623,5800,2006,212000,1198,0,14,-
4624,16900,2008,289300,1896,1,16,1
4625,32900,2015,150224,1598,1,16,-
4626,38000,2008,223000,1968,1,44,1
4627,34900,2011,125513,1598,1,16,2
4628,31000,2006,251000,2967,1,46,1
4629,8500,2000,270000,1390,1,16,-
4630,11700,2004,228000,1390,0,16,2
4631,59999,2015,290000,1968,1,10,1
4632,8900,2004,252000,1781,0,32,-
4633,12600,2004,177000,1390,0,16,2
4634,85000,2019,146000,1395,0,7,1
4635,69900,2019,110000,1984,0,2,-
4636,43800,2016,71255,1395,0,16,-
4637,148900,2021,28000,1984,0,2,0
4638,26900,2010,184250,1390,0,35,2
4639,185899,2022,700,-,1,19,1
4640,110000,2017,112000,1984,0,2,1
4641,59000,2019,34792,999,0,35,1
4642,29500,2010,142000,1390,0,32,-
4643,12000,2007,229059,1390,1,35,1
4644,16200,2008,248000,1896,1,16,1
4645,39900,2012,187577,1598,1,47,2
4646,37300,2012,145000,1598,1,16,1
4647,31900,2011,276000,1968,1,32,1
4648,6000,1988,246000,1272,1,16,-
4649,40000,1999,200000,2370,1,48,-
4650,29900,2007,154000,3189,0,13,0
4651,15900,2006,169780,1198,0,35,-
4652,51000,2013,216000,1798,0,32,2
4653,129900,2017,143100,1984,0,44,2
4654,9700,2003,342000,1896,1,32,2
4655,28900,2011,147000,1968,1,39,1
4656,39800,2013,202000,1598,1,47,1
4657,5999,2002,245000,1198,0,35,1
4658,64990,2018,92157,1598,1,16,1
4659,56900,2016,108595,1395,0,25,2
4660,17350,2007,288580,1595,0,16,2
4661,24500,2010,140000,1598,1,25,0
4662,20900,2011,224000,1198,0,35,2
4663,11400,2006,576376,1896,1,32,1
4664,11800,2008,327000,1896,1,16,-
4665,33300,2011,181889,1598,1,47,1
4666,45000,2012,298000,1595,0,7,-
4667,119900,2016,69000,1395,0,44,2
4668,26900,2009,220000,1968,1,32,-
4669,139000,2019,113500,1984,0,2,1
4670,42900,2013,262634,1968,1,32,1
4671,18900,2011,300000,1598,1,7,-
4672,50000,2013,155588,1395,0,16,-
4673,32900,2010,180000,1390,0,47,2
4674,21900,2005,120000,1984,0,16,1
4675,39900,2013,177877,1598,1,25,1
4676,103500,2019,23400,1984,0,44,-
4677,21000,2008,157000,1896,1,16,2
4678,39990,2013,311268,1968,1,47,1
4679,88000,2019,175000,1968,1,16,1
4680,18900,2007,213000,1968,1,47,1
4681,87900,2018,131113,1798,0,32,1
4682,133900,2019,54527,1968,1,44,1
4683,5900,2009,225430,1896,1,16,-
4684,139900,2018,90000,1968,1,2,1
4685,65900,2017,250000,1798,0,32,1
4686,17800,2007,302000,1896,1,32,2
4687,65900,2015,192000,1598,1,32,-
4688,79950,2015,127462,1968,1,48,1
4689,26800,2011,212000,1598,1,16,1
4690,16900,2005,219000,1595,0,47,1
4691,25500,2009,184936,1595,0,47,-
4692,94900,2016,268000,1968,1,44,-
4693,14500,2006,282000,1390,0,16,2
4694,8500,2005,277000,1896,1,35,1
4695,93200,2022,7384,1984,0,44,-
4696,54200,2019,18870,1984,0,16,-
4697,2100,1992,341000,1391,0,16,1
4698,48900,2014,123000,1390,0,32,1
4699,18900,2007,164000,1390,0,16,-
4700,124999,2019,58055,1984,0,16,1
4701,5990,1999,150000,1390,0,16,-
4702,94999,2017,100350,1968,1,44,1
4703,34900,2008,261004,2460,1,48,1
4704,26950,2013,150000,1598,1,16,-
4705,29999,2010,186300,1390,0,16,1
4706,153000,2020,49300,1498,0,44,2
4707,4900,1999,220065,1781,0,32,0
4708,44900,2011,230000,1968,1,47,-
4709,87900,2017,230000,1968,1,44,2
4710,69900,2017,119290,1968,1,7,-
4711,22900,2009,212380,1968,1,32,1
4712,85000,2017,93000,1968,1,16,2
4713,69900,2018,165000,1968,1,32,1
4714,19900,2009,171292,1395,0,16,1
4715,15900,1992,69926,999,0,35,-
4716,23000,2011,201000,1197,0,16,1
4717,17500,2009,245125,1968,1,10,-
4718,47900,2015,166000,1968,1,32,-
4719,23900,2010,216000,1197,0,16,1
4720,29900,2008,453000,1896,1,48,0
4721,99000,2015,245000,1968,1,9,1
4722,37000,2013,202000,1968,1,32,1
4723,18900,2007,223211,1896,1,25,2
4724,124999,2019,106922,1968,1,32,-
4725,39900,2011,167000,1968,1,44,-
4726,42999,2017,197000,1598,1,16,-
4727,7200,2003,380000,1968,1,16,-
4728,5200,2002,147000,1198,0,35,-
4729,29950,2010,169000,1390,0,16,1
4730,348951,2023,10,-,1,23,-
4731,81900,2016,154900,1968,1,32,2
4732,4400,1997,299000,1598,0,32,2
4733,25900,2009,207557,1595,0,47,1
4734,86000,2016,192000,1968,1,32,2
4735,221030,2023,5,1984,0,2,-
4736,53900,2004,397000,2461,1,30,-
4737,94900,2017,144040,1968,1,32,1
4738,79900,2017,107421,1968,1,44,1
4739,21000,2007,274000,1968,1,16,2
4740,99900,2018,152509,1968,1,7,2
4741,149900,2019,72485,1968,1,44,2
4742,122290,2022,5,1498,0,41,-
4743,32900,2012,105300,1197,0,7,1
4744,64000,2016,173000,1798,0,32,1
4745,34500,2011,166000,1984,0,44,-
4746,99999,2015,145000,1968,1,32,2
4747,95899,2021,12305,999,0,16,1
4748,22900,2009,249000,1595,0,16,1
4749,69800,2016,80952,1598,1,47,1
4750,9500,2003,291000,2771,1,32,1
4751,266000,2023,5,-,1,21,-
4752,121600,2023,1,1498,0,16,-
4753,22700,2011,278147,1598,1,16,0
4754,84900,2016,77186,1798,0,32,1
4755,22900,2009,196000,1595,1,16,1
4756,29000,2011,178000,1400,0,35,1
4757,225000,2023,-,-,1,2,-
4758,31900,2011,169000,1598,1,25,1
4759,27900,2011,370334,1968,1,32,1
4760,15900,2005,233000,1896,1,32,-
4761,21800,2007,228220,1968,1,47,1
4762,132699,2019,139966,1968,1,44,1
4763,124699,2019,91386,1968,1,44,-
4764,19900,2008,240000,1595,0,16,1
4765,10900,2005,227300,1198,0,35,2
4766,17000,2007,359000,1968,1,47,1
4767,124900,2021,15775,1498,0,41,1
4768,86900,2020,97330,999,0,16,1
4769,26400,2015,182000,999,0,49,1
4770,159900,2020,77511,1984,0,2,1
4771,169899,2021,17355,1984,0,2,1
4772,12800,2006,299000,1896,1,47,0
4773,129900,2019,97163,1968,1,32,-
4774,25000,2013,233000,1199,1,35,2
4775,35900,2013,204000,1598,1,16,1
4776,26999,2010,268434,1968,1,32,2
4777,42000,2009,259600,2967,1,46,1
4778,21500,2009,210328,1968,1,32,1
4779,27900,2012,206479,1598,1,16,1
4780,139900,2022,5500,1498,0,41,1
4781,430000,2023,10,1968,1,8,-
4782,33900,2007,230000,2461,1,30,-
4783,55500,2018,190100,1598,1,16,2
4784,17900,2006,212400,1598,0,16,2
4785,47900,2012,290000,1968,1,44,1
4786,41500,2017,75000,999,0,35,1
4787,46700,2015,114206,1197,0,16,1
4788,119174,2017,135000,1968,1,44,2
4789,109999,2019,98867,1968,1,47,1
4790,95900,2017,124562,1984,0,32,0
4791,122864,2018,148000,1968,1,44,1
4792,102500,2019,71800,1500,0,32,2
4793,109900,2018,28600,1400,0,44,1
4794,28800,2011,260000,1968,1,16,2
4795,103900,2021,88674,1968,1,16,2
4796,99900,2018,163542,1968,1,32,1
4797,57900,2018,105000,1395,0,16,0
4798,23999,2010,190000,1197,0,35,1
4799,12999,2004,284000,1896,1,16,2
4800,84900,2017,48000,1984,0,16,1
4801,16900,2009,236166,1896,1,16,1
4802,23900,2006,204000,1595,0,16,-
4803,86900,2015,148225,1968,1,32,1
4804,123950,2023,1,999,0,42,-
4805,12900,2007,350000,1968,1,32,0
4806,38000,2013,206600,1598,1,16,1
4807,109900,2017,62700,1984,0,48,2
4808,39900,2012,248190,1968,1,16,1
4809,12000,1995,405480,2400,1,30,-
4810,13900,2003,163692,1598,0,47,1
4811,37900,2016,73000,999,0,35,1
4812,7900,1999,242000,1595,0,5,-
4813,78800,2019,80694,1395,0,25,-
4814,84900,2017,121339,1798,0,32,1
4815,20990,2008,165000,1798,0,32,1
4816,76900,2016,198000,1968,1,32,2
4817,5000,1991,319000,1896,1,-,-
4818,95500,2018,120689,1984,0,44,-
4819,14300,2006,245960,1984,0,32,1
4820,23000,2010,207878,1390,0,35,0
4821,29900,2010,161000,1598,1,16,2
4822,35900,2015,269000,1598,1,32,-
4823,13599,2005,215220,1390,0,16,-
4824,90000,2019,42200,999,0,40,1
4825,14500,2008,219657,1968,1,7,1
4826,26700,2009,168000,1968,1,32,2
4827,30900,2009,125300,1595,1,16,-
4828,44900,2011,237385,1968,1,39,1
4829,129900,2016,168000,2967,1,46,1
4830,13900,2011,240000,1390,0,16,-
4831,42999,2010,109000,1390,0,44,1
4832,99999,2019,197000,1968,1,32,2
4833,79999,2018,188000,1968,1,32,1
4834,34800,2012,207000,1390,0,47,0
4835,8900,1988,413000,1272,1,16,-
4836,85000,2014,95000,2000,0,16,1
4837,59000,2015,150000,2000,1,7,-
4838,109799,2019,32274,1498,0,44,0
4839,29900,2008,169000,1390,0,38,1
4840,-,2006,106000,1984,0,16,-
4841,27500,2009,290000,1798,0,10,2
4842,25800,2005,194005,2460,1,46,-
4843,22900,2007,229000,1968,1,47,1
4844,34900,2014,258823,1598,1,7,1
4845,11200,2003,272000,1896,1,39,2
4846,42200,2003,283000,2461,1,30,-
4847,62000,2018,199388,1598,1,16,1
4848,119900,2018,107972,1968,1,44,2
4849,21900,2012,150000,1197,0,47,-
4850,49900,2018,91765,999,0,35,1
4851,116900,2020,50270,1498,0,16,-
4852,79900,2018,173839,1968,1,32,1
4853,89900,2021,15446,999,0,40,1
4854,104900,2018,128559,1798,0,32,2
4855,66900,2018,157777,1395,0,16,1
4856,154900,2021,67000,1984,0,41,-
4857,7900,2004,207000,1198,0,35,1
4858,171200,2023,1,1498,0,41,-
4859,9900,2005,124000,1198,0,35,1
4860,85900,2016,126300,1968,1,16,2
4861,109900,2018,131589,1984,0,44,0
4862,8999,2001,193590,1390,0,16,-
4863,104900,2018,98272,1984,0,32,1
4864,89900,2020,38727,999,0,41,1
4865,13530,2005,344000,1896,1,32,2
4866,5500,2003,407403,1896,1,32,-
4867,17900,2008,289123,1896,1,16,1
4868,63900,2017,183600,1968,1,7,-
4869,211351,2023,1,2000,1,48,-
4870,125900,2022,26000,1498,0,44,1
4871,44900,2014,177124,1968,1,32,1
4872,69950,2017,46070,1984,0,16,1
4873,433100,2023,1,2000,1,30,-
4874,110000,2018,55000,1498,0,44,1
4875,65067,2018,177000,1598,1,32,1
4876,124900,2021,18225,1498,0,16,1
4877,17400,2005,254897,1595,0,47,1
4878,34700,2013,193700,1598,1,16,1
4879,134900,2018,51000,1968,1,2,1
4880,107900,2019,63424,1498,0,47,1
4881,107900,2020,13000,1498,0,41,1
4882,11900,2005,187826,1198,0,35,2
4883,24400,2009,217000,1390,0,16,-
4884,22900,2005,283125,2967,1,34,1
4885,31900,2011,168000,1600,1,25,1
4886,14500,2007,454000,2000,1,47,-
4887,22900,2009,263167,1896,1,47,1
4888,35900,2015,71000,1395,0,16,-
4889,15700,2007,204365,1390,0,16,1
4890,46125,2012,440000,2000,1,48,-
4891,43300,2012,280000,1968,1,44,0
4892,23500,2012,248611,1598,1,16,-
4893,74990,2019,38000,999,0,16,1
4894,79900,2016,174730,1968,1,39,1
4895,21500,2012,160000,999,0,49,1
4896,65190,2015,179833,1984,0,44,1
4897,404000,2023,1,2000,1,30,-
4898,25900,2009,223000,1896,1,47,1
4899,169900,2019,92000,1984,0,44,-
4900,99900,2019,139721,1968,1,32,1
4901,173000,2021,8000,1998,1,7,-
4902,36600,2012,210000,1598,1,16,2
4903,255000,2022,10,-,1,20,-
4904,22900,2011,208000,1598,1,35,1
4905,87000,2018,55060,1395,0,7,1
4906,26900,2007,272000,2967,1,46,0
4907,45888,2012,145000,1598,1,4,-
4908,52767,2016,245000,1968,1,7,1
4909,52900,2016,157333,1598,1,32,0
4910,48500,2014,209000,1598,1,7,1
4911,10800,2007,204000,1422,1,35,-
4912,43900,2017,186000,1598,1,16,1
4913,69999,2012,260969,2967,1,46,1
4914,99799,2019,89391,1498,0,41,1
4915,15600,2010,191000,1968,1,16,-
4916,89990,2019,97540,1498,0,32,1
4917,89900,2015,137000,1968,1,32,2
4918,38900,2011,191000,1968,1,47,1
4919,74850,2019,166334,999,0,7,1
4920,74850,2019,185689,1498,0,32,1
4921,36000,2015,150503,1598,1,16,1
4922,97500,2019,114168,1968,1,32,2
