,0,1,2,3,4,5,6
6844,217500,2022,9,1984,0,2,-
6845,49900,2013,173242,1968,1,32,2
6846,41999,2015,189000,1984,0,39,-
6847,5500,2006,479200,1896,1,32,-
6848,106900,2022,31000,1968,1,32,-
6849,69900,2019,12000,999,0,35,1
6850,14500,2012,181642,1197,0,35,-
6851,49900,2017,199500,1598,1,16,0
6852,88900,2017,130000,1968,1,44,1
6853,34700,2012,132251,1390,0,16,-
6854,22500,2009,277956,1390,0,16,1
6855,152799,2019,68924,1984,0,44,1
6856,22500,2009,218500,1390,0,16,1
6857,48900,2014,197000,1968,1,32,1
6858,33700,2010,170000,1390,0,7,-
6859,29900,2011,254000,1390,0,44,-
6860,85900,2019,202202,1968,1,32,1
6861,207500,2023,1,2000,0,2,-
6862,15500,2005,385000,1896,1,48,1
6863,98000,2020,141056,1968,1,7,1
6864,241020,2023,9,1984,0,16,-
6865,44900,2012,249000,1968,1,32,2
6866,41000,2011,174000,1390,0,44,1
6867,24900,2011,276415,1598,1,16,0
6868,17900,2009,175000,1390,0,16,0
6869,23000,2011,149000,1197,0,16,0
6870,210000,2021,17795,1395,1,32,1
6871,129800,2019,71500,1984,0,41,1
6872,9999,2000,167000,1984,0,16,2
6873,221890,2023,9,1984,0,44,-
6874,15000,2008,210000,1896,1,16,0
6875,23400,2008,243000,1595,0,16,2
6876,4400,2003,206970,1896,1,16,-
6877,206700,2023,1,2000,0,2,-
6878,85900,2018,133027,1798,0,32,1
6879,14400,2008,396000,1968,1,47,-
6880,42500,2014,230000,1395,1,25,1
6881,212175,2023,5,1968,1,48,-
6882,139900,2023,9,1498,0,41,-
6883,49900,2010,350000,1968,1,48,-
6884,19900,2007,180000,1896,1,32,1
6885,7400,1998,304000,1781,0,32,-
6886,35900,2012,221000,1390,0,25,1
6887,23700,2010,309000,1598,1,16,2
6888,307500,2019,39250,2967,1,46,2
6889,89799,2018,85900,1968,1,32,1
6890,17900,2006,221825,1896,1,16,2
6891,98000,2020,10000,1498,0,41,-
6892,87850,2019,104858,1498,0,32,1
6893,60999,2012,170000,1968,1,44,1
6894,30000,2012,177152,1598,1,16,1
6895,149900,2019,62000,1984,0,16,2
6896,61999,2016,96600,1984,0,44,1
6897,18800,2007,199000,1390,0,16,1
6898,115900,2023,5,999,0,40,-
6899,385974,2023,5,1395,1,30,-
6900,138380,2023,9,1498,0,41,-
6901,134420,2023,9,1498,0,41,-
6902,25997,2009,300000,1968,1,16,-
6903,64200,2016,123000,1798,0,32,0
6904,119900,2019,67693,1968,1,32,2
6905,13800,2004,320000,1896,1,16,-
6906,42900,2013,239000,1968,1,16,-
6907,184900,2021,5800,1984,0,2,1
6908,178900,2021,5180,1968,1,44,-
6909,178900,2021,5180,1968,1,44,-
6910,75999,2016,70000,-,1,16,-
6911,44900,2009,96735,1798,0,10,2
6912,114900,2023,9,1498,0,41,-
6913,186900,2023,5,1968,1,44,-
6914,129900,2023,5,999,0,42,-
6915,9300,2004,267000,1595,1,16,0
6916,12500,2003,331000,1896,1,47,2
6917,104900,2018,62000,1984,0,44,-
6918,59900,2017,101464,1968,1,25,1
6919,85900,2018,133027,1798,0,32,1
6920,6599,2004,390000,1896,1,47,-
6921,43900,2013,206000,1968,1,32,1
6922,19900,2008,273902,1968,1,16,1
6923,79950,2015,102885,1798,0,32,-
6924,182700,2018,97569,1968,1,30,1
6925,37500,2012,83200,1984,0,4,-
6926,136900,2020,88497,1498,0,44,2
6927,82900,2017,121283,1798,0,32,1
6928,9500,1987,187000,1588,1,16,-
6929,159000,2021,3450,1498,0,44,1
6930,17900,2008,290654,1968,1,32,0
6931,121270,2023,9,1498,0,41,-
6932,71900,2017,129277,1968,1,32,1
6933,72900,2017,110189,1968,1,32,1
6934,72500,2016,237000,1968,1,32,2
6935,44900,2014,213400,1968,1,32,1
6936,62900,2018,128482,1598,1,16,1
6937,60000,2015,154325,1598,1,32,1
6938,131900,2020,51618,1498,0,44,1
6939,95000,1976,99999,1500,0,48,-
6940,5800,2001,292000,1390,0,16,1
6941,122200,2023,9,1498,0,41,-
6942,64900,2023,9,999,0,49,-
6943,147000,2022,21000,1984,0,41,1
6944,12900,2004,285883,1390,0,16,-
6945,117060,2023,9,999,0,41,-
6946,7900,2004,365700,1896,1,47,-
6947,18900,2014,117000,999,0,49,0
6948,29999,2009,205000,1968,1,44,-
6949,26500,2009,150000,1390,0,16,2
6950,127900,2023,6,1498,0,40,-
6951,45900,2015,179500,1598,1,47,1
6952,9700,2007,413000,1968,1,32,-
6953,12900,2010,184361,1390,0,16,-
6954,63000,2017,152593,1968,1,32,0
6955,11400,2005,195116,1198,0,35,1
6956,115510,2023,9,999,0,41,-
6957,228190,2022,10,-,1,21,-
6958,59000,2017,130950,1598,1,16,1
6959,10600,2006,278000,1390,1,35,1
6960,13500,2006,265000,1968,1,32,1
6961,65900,2015,131000,1984,0,10,2
6962,72900,2020,36835,999,0,40,0
6963,31700,2013,153400,1390,0,35,1
6964,99999,2017,190000,1984,0,44,1
6965,125900,2019,40440,1984,0,32,1
6966,11900,2006,270000,1968,1,25,0
6967,43900,2016,118000,1598,1,16,0
6968,17900,2008,187000,1390,0,16,1
6969,18500,2010,402600,1968,1,32,0
6970,23800,2009,185000,1390,0,35,2
6971,83900,2020,13800,999,0,16,1
6972,163500,2022,28379,1498,0,44,2
6973,82500,2021,30945,1968,1,32,-
6974,47000,2013,229931,1968,1,32,1
6975,199900,2023,5,1968,1,32,-
6976,34900,2005,363020,1900,1,9,-
6977,13500,2006,342141,1968,1,32,1
6978,86900,2019,140772,1968,1,32,1
6979,94000,2020,85945,1498,0,16,1
6980,393242,2022,2,1968,1,8,-
6981,121200,2019,68000,1968,1,44,1
6982,201597,2022,5,1968,1,7,-
6983,154900,2018,81583,1984,0,44,2
6984,47900,2013,224000,1968,1,32,2
6985,143900,2018,63463,1984,0,2,1
6986,42999,2014,85000,1598,1,16,2
6987,55800,2016,121000,1598,1,16,2
6988,72800,2016,119900,1395,0,10,1
6989,35700,2014,107195,1197,0,35,1
6990,32000,2011,78000,1390,0,35,2
6991,39900,2011,259800,1968,1,32,1
6992,59998,2015,220504,1968,1,47,-
6993,133500,2021,4726,1498,0,41,1
6994,92800,2016,56000,1395,0,44,-
6995,107900,2020,99000,1968,1,32,1
6996,92000,2016,40500,1984,0,16,1
6997,330900,2023,1,2998,1,1,-
6998,210000,2022,50,-,1,20,0
6999,39900,2014,149700,1968,1,25,1
7000,13400,2005,210000,1390,0,16,-
7001,263000,2021,50,-,1,20,1
7002,34900,2013,214000,1968,1,47,-
7003,32900,2016,53100,999,0,49,1
7004,41500,2012,165000,1984,0,32,1
7005,33800,2015,69000,999,0,49,2
7006,250000,2023,5,-,1,20,-
7007,90999,2018,115000,1984,0,44,-
7008,176332,2023,5,2000,1,7,-
7009,32900,2012,184000,1598,1,16,1
7010,69900,2018,154943,1395,0,16,1
7011,159900,2019,87000,3600,0,3,-
7012,41900,2014,170000,1797,0,25,1
7013,6900,1998,255000,1896,1,16,-
7014,21000,2006,245000,1781,0,39,1
7015,339950,2023,1,2000,1,8,-
7016,127300,2023,1,1498,0,41,-
7017,140200,2023,1,1498,0,41,-
7018,117500,2023,1,1000,0,40,-
7019,221000,2022,1,1968,1,7,-
7020,15900,2005,165000,1595,0,16,1
7021,49500,2013,119000,1984,0,10,1
7022,4900,2002,253127,1598,0,16,-
7023,127800,2023,1,1498,0,41,-
7024,55900,2016,238000,1798,0,32,1
7025,30000,2009,262600,2000,1,16,2
7026,13900,2004,337000,1598,0,47,2
7027,169900,2020,40620,1984,0,41,-
7028,55000,2015,86000,1984,0,16,-
7029,73900,2019,46000,1598,1,16,1
7030,22900,2012,225000,1200,0,35,1
7031,202335,2022,5,1968,1,7,-
7032,8600,2005,98537,1896,1,16,-
7033,15900,2007,232000,1595,0,16,1
7034,15900,2007,323000,1968,1,47,-
7035,57500,2015,147000,1968,1,16,1
7036,89900,2013,259900,1968,1,9,-
7037,79799,2019,53017,1498,0,16,1
7038,74900,2017,186000,1968,1,47,1
7039,129000,2015,145000,2967,1,46,1
7040,68900,2017,24603,1395,0,25,1
7041,115950,2023,1,1000,0,40,-
7042,28800,2009,290000,1968,1,10,0
7043,37900,2012,322000,1968,1,7,1
7044,104900,2019,110648,1968,1,32,1
7045,219900,2019,99207,2967,1,46,1
7046,6500,1984,26556,1600,1,48,-
7047,6800,2002,316437,1896,1,5,1
7048,7300,2010,300820,1390,0,32,-
7049,19900,2008,163210,1390,0,16,1
7050,14499,2006,95700,1198,0,35,-
7051,55000,2015,199880,1598,1,32,1
7052,142300,2023,1,1500,0,41,-
7053,46500,2014,116287,1968,1,32,1
7054,132500,2020,37215,1498,0,44,1
7055,18500,2007,244200,1968,1,32,1
7056,72900,2016,93300,1968,1,16,1
7057,6000,2008,195000,1422,1,35,-
7058,28500,2010,297000,1968,1,38,1
7059,25900,2007,217000,1595,0,47,2
7060,44999,2013,157000,1598,1,16,2
7061,23000,2008,162600,1390,0,47,1
7062,24900,2007,167000,1968,1,13,-
7063,247600,2022,1,1968,1,44,-
7064,13600,2006,278897,1896,1,16,1
7065,88799,2019,67314,1500,0,32,1
7066,82799,2018,105534,1500,0,32,1
7067,126800,2019,97000,1968,1,44,1
7068,206700,2023,1,1984,0,2,-
7069,39975,2014,246253,1598,1,16,1
7070,138900,2019,44529,1968,1,39,1
7071,79799,2018,84362,1968,1,32,1
7072,33000,2015,187000,1395,0,25,-
7073,59900,2017,93941,1968,1,25,0
7074,16990,2006,185065,1896,1,16,1
7075,338127,2022,43500,1968,1,8,-
7076,28700,2011,181000,1390,0,16,1
7077,17600,2006,280271,1595,0,32,1
7078,10500,2007,116792,1198,0,14,-
7079,12900,2005,207000,1984,0,16,1
7080,43700,2015,88000,1197,0,35,2
7081,25900,2010,178000,1968,1,10,0
7082,16990,2007,241880,1968,1,47,-
7083,21900,2008,287609,1968,1,32,2
7084,59900,2016,212437,1968,1,32,-
7085,204900,2022,5,1984,0,41,-
7086,29999,1999,35470,1781,0,16,-
7087,38900,2009,242000,1968,1,44,1
7088,155500,2023,10,1498,0,47,-
7089,46600,2014,118500,1598,1,47,1
7090,148900,2017,99000,2967,1,46,1
7091,22500,2008,136000,1798,0,32,1
7092,17900,2005,177138,1968,1,16,-
7093,132900,2019,70700,1498,0,44,2
7094,52000,2015,124000,1984,0,10,0
7095,57000,1984,176900,1900,0,48,-
7096,129150,2019,96000,1968,1,47,1
7097,228660,2022,-,-,1,2,-
7098,6900,1999,203000,1781,0,32,-
7099,12000,2005,376000,1896,1,16,-
7100,49999,2001,255000,2500,1,30,-
7101,221300,2023,1,1984,0,2,-
7102,59900,2021,7015,999,0,35,0
7103,36690,2011,229447,1968,1,32,1
7104,92500,2019,30000,1498,0,16,2
7105,43000,2009,275000,2967,1,46,-
7106,24900,2009,217300,1968,1,32,2
7107,315900,2022,2901,-,1,23,2
7108,6999,2003,258656,1598,0,16,0
7109,33900,2011,300871,1968,1,47,1
7110,71799,2019,163382,1968,1,32,0
7111,54900,2016,170000,1598,1,16,2
7112,87900,2019,19000,1984,0,16,-
7113,20500,2007,92614,1896,1,16,-
7114,50900,2011,212000,1968,1,39,2
7115,114900,2018,112802,1968,1,44,2
7116,99900,2020,42000,1498,0,16,1
7117,22800,2010,275000,1798,0,32,-
7118,94799,2019,62351,1968,1,32,0
7119,34900,2022,9424,999,0,49,-
7120,6498,2003,142000,1198,0,35,-
7121,22900,2006,199300,1896,1,47,-
7122,76900,2019,80039,1498,0,16,1
7123,28900,2013,172000,1968,1,13,-
7124,49900,2016,70000,1197,0,16,1
7125,39900,2014,101000,1198,0,35,-
7126,23900,2011,119000,1968,1,44,-
7127,22900,2009,248700,1390,0,47,1
7128,114900,2019,89000,1968,1,32,2
7129,34000,2016,49011,1984,0,16,-
7130,30000,2016,156901,1984,0,10,-
7131,53900,2016,67000,1197,0,16,1
7132,114900,2019,97500,1498,0,44,1
7133,116899,2018,75600,1984,0,32,1
7134,64900,2015,77000,1984,0,44,1
7135,9500,2007,230000,1198,0,14,-
7136,40900,2014,250000,1968,1,32,1
7137,93900,2016,191000,1968,1,44,1
7138,14900,2007,299000,1896,1,7,1
7139,14600,2007,199000,1390,0,35,1
7140,29900,2010,132689,1197,0,35,1
7141,9999,2004,155100,1390,0,35,1
7142,413403,2022,10,1968,1,30,-
7143,69999,2018,190000,1968,1,32,0
7144,43900,2013,223000,1968,1,32,1
7145,9900,2008,158800,1198,0,35,0
7146,29900,2011,187000,1197,0,7,1
7147,55900,2011,228123,1968,1,44,2
7148,19900,2004,330000,1896,1,48,0
7149,6500,1999,206033,2324,0,5,1
7150,55000,2015,227000,1968,1,38,1
7151,15999,2006,177328,1984,0,13,0
7152,75200,2018,60145,1498,0,16,1
7153,189900,2022,29451,1984,0,2,2
7154,149900,2021,15700,1984,0,2,-
7155,183800,2023,1,2000,1,44,-
7156,183800,2023,1,2000,1,44,-
7157,89500,2019,151820,1968,1,44,0
7158,112500,2019,129000,1968,1,32,2
7159,69890,2016,178000,2000,1,39,0
7160,48900,2016,81241,1598,1,47,-
7161,57900,2017,164000,1395,0,4,1
7162,14900,2007,180000,1390,0,16,2
7163,37900,2011,275000,1968,1,10,1
7164,41900,2019,63500,999,0,49,1
7165,99900,2020,98200,1968,1,47,0
7166,77000,2019,45200,1498,0,16,1
7167,31900,2017,92534,1798,0,16,-
7168,62999,2015,147567,1968,1,16,2
7169,39900,2012,209500,1968,1,47,1
7170,116900,2018,78418,1968,1,2,1
7171,59900,2018,79144,1598,1,16,0
7172,4499,1999,223000,1984,0,4,-
7173,119900,2020,58369,1498,0,41,1
7174,30000,2004,273000,2967,1,46,1
7175,39900,2011,105700,1395,0,44,1
7176,78000,2018,85000,1968,1,32,1
7177,103900,2023,9,999,0,40,-
7178,158590,2023,5,1498,0,41,-
7179,9900,2006,225669,1896,1,35,2
7180,56900,2018,164000,1598,1,16,1
7181,127900,2017,72000,1968,1,32,2
7182,21300,2019,75000,1498,0,44,-
7183,39900,2014,220700,1598,1,16,2
7184,16999,2006,245200,1896,1,16,2
7185,254900,2023,9,-,1,20,-
7186,73400,2018,169743,1968,1,32,0
7187,82900,2015,139500,1395,0,47,2
7188,59900,2014,172000,1968,1,16,1
7189,40515,2015,152267,1984,0,16,-
7190,12000,2005,415000,1968,1,32,1
7191,15900,2005,218131,1896,1,16,2
7192,6000,2003,369500,1896,1,32,-
7193,78000,2018,104000,1984,0,32,-
7194,39900,2015,162000,1968,1,25,-
7195,11900,2005,295000,1896,1,32,-
7196,21000,2012,141000,1198,0,35,1
7197,14800,2007,280000,1896,1,16,1
7198,68900,2019,176000,1968,1,16,1
7199,71900,2019,163000,1968,1,16,1
7200,65900,2019,158000,1598,1,16,-
7201,209000,2021,3000,1968,1,44,1
7202,98000,2017,196000,1968,1,39,1
7203,166900,2023,5,1498,0,44,-
7204,159900,2019,88000,1968,1,9,0
7205,117500,2022,5,999,0,41,-
7206,162900,2020,31557,1984,0,2,1
7207,14900,2005,299470,1896,1,16,2
7208,28000,2011,276000,1968,1,16,2
7209,39600,2013,207000,1968,1,32,1
7210,429500,2021,61000,2995,1,46,2
7211,224900,2023,9,1984,0,2,-
7212,36900,2011,218577,1598,1,47,1
7213,12900,2009,141000,1198,0,35,-
7214,22900,2009,279000,1390,0,16,1
7215,56900,2012,173013,1968,1,44,1
7216,46800,2014,138000,1968,1,32,1
7217,63900,2006,425000,2461,1,30,-
7218,139900,2017,139068,1968,1,44,-
7219,72900,2017,70700,1968,1,16,1
7220,75900,2017,136131,1968,1,32,1
7221,249900,2020,54593,1968,1,30,1
7222,13400,2006,308999,1968,1,32,1
7223,85900,2016,146746,1395,0,47,2
7224,39900,2014,196000,1598,1,16,1
7225,38850,2013,290050,1968,1,32,1
7226,70725,2016,198600,1968,1,47,-
7227,34900,2014,245000,1598,1,16,1
7228,74900,2019,40948,1498,0,16,1
7229,59700,2018,150000,1968,1,16,-
7230,92000,2012,224000,1968,1,1,-
7231,84900,2018,207000,1968,1,39,0
7232,119500,2022,5,1498,0,41,-
7233,39999,2013,252686,1968,1,32,-
7234,139900,2018,62800,1968,1,44,-
7235,11900,2005,222000,1896,1,16,0
7236,116900,2018,186000,1984,0,2,1
7237,29900,2012,230000,1598,1,32,1
7238,28300,2015,160000,999,0,35,1
7239,6900,2007,210300,1422,1,35,-
7240,59900,2017,226501,1968,1,7,-
7241,36900,2009,223000,1998,1,44,1
7242,69900,2015,165000,1968,1,32,1
7243,189001,2018,165000,1968,1,30,2
7244,129400,2022,5,1498,0,41,-
7245,49900,2001,511337,2481,1,30,-
7246,99900,2015,140000,1968,1,39,-
7247,44000,2012,160000,1984,0,16,-
7248,57000,2016,108500,1968,1,16,-
7249,20900,2010,253400,1968,1,32,1
7250,107000,2023,7,999,0,35,-
7251,12900,2006,170000,1198,1,35,2
7252,256000,2023,-,2023,0,44,-
7253,59900,2018,89000,1598,1,35,2
7254,140200,2023,1,1500,0,41,-
7255,3900,2003,265000,1896,1,35,-
7256,259899,2018,99000,2967,1,46,1
7257,25900,2008,237291,1896,1,32,-
7258,54900,2011,157431,1968,1,44,2
7259,105250,2022,1,999,0,40,-
7260,18500,2009,282691,1896,1,47,-
7261,22900,2008,199527,1896,1,16,2
7262,51900,2011,159000,1968,1,39,1
7263,49000,2015,103941,1984,0,16,-
7264,62900,2015,189000,1968,1,32,1
7265,29900,2012,240600,1598,1,32,1
7266,32900,2010,220000,2000,1,38,1
7267,89900,2018,50984,1984,0,16,1
7268,69900,2016,141779,1968,1,47,-
7269,99900,2017,176000,1968,1,44,-
7270,124900,2020,16360,1498,0,41,1
7271,7800,2006,187000,1422,1,35,-
7272,172200,2021,36000,1968,1,7,1
7273,280000,2017,43000,1968,1,8,-
7274,58990,2015,216500,1968,1,16,1
7275,130500,2022,1,1498,0,41,-
7276,82000,2013,279000,3000,1,46,-
7277,15900,2006,285000,1968,1,32,2
7278,12900,2008,185000,1198,0,35,0
7279,32997,2010,188000,1197,0,47,2
7280,24997,2010,267700,1598,1,16,2
7281,44900,2015,179000,1968,1,16,1
7282,140200,2023,1,1500,0,41,-
7283,49900,2016,172000,1598,1,16,1
7284,27552,2011,226613,2461,1,12,0
7285,118700,2017,90744,1395,0,47,2
7286,242300,2022,5,1968,1,2,-
7287,26900,2011,293000,1598,1,32,1
7288,12900,2008,321600,1896,1,16,-
7289,25900,2006,486298,2460,1,48,1
7290,21000,2015,423100,1390,1,47,-
7291,18888,2007,200000,1598,0,13,1
7292,129850,2018,93708,1984,0,44,1
7293,81500,2017,112280,1984,0,38,2
7294,42500,2009,146000,1390,0,44,2
7295,56999,2015,229400,1968,1,16,1
7296,74899,2018,124351,1968,1,32,1
7297,126000,2023,1,1500,0,41,-
7298,141300,2023,1,1498,0,41,-
7299,64900,2015,140878,1968,1,44,1
7300,25000,2012,230000,1598,1,16,-
7301,59900,2015,218500,1598,1,32,2
7302,62900,2016,179845,1395,0,16,1
7303,91900,2018,197000,1968,1,44,-
7304,47500,2004,334000,2500,1,9,-
7305,42900,2009,204000,1968,1,16,-
7306,22500,2009,227337,1968,1,32,2
7307,31900,2008,227554,1968,1,44,1
7308,22900,2006,195542,1896,1,47,-
7309,109900,2019,70300,1984,0,32,0
7310,55900,2012,155000,1968,1,44,1
7311,4000,2005,173431,999,0,29,-
7312,69900,2018,114000,1968,1,32,0
7313,139990,2023,-,-,1,16,-
7314,15900,2003,243000,2771,0,32,-
7315,10500,2003,223557,1598,0,16,1
7316,40800,2010,212000,1968,1,10,-
7317,25800,2015,225260,1598,1,16,-
7318,99900,2018,37000,1984,0,44,-
7319,21900,2011,189000,1198,0,35,2
7320,124900,2018,120000,1968,1,44,2
7321,31000,2008,227000,2967,1,46,0
7322,127800,2023,1,1500,0,41,-
7323,27900,2013,109000,1198,0,35,1
7324,8100,2008,208000,1896,1,16,-
7325,12700,2005,270090,1896,1,16,1
7326,117600,2023,1,1498,0,41,-
7327,20900,2015,142710,999,0,35,-
7328,70900,2017,202000,1968,1,32,1
7329,14600,2007,360000,1896,1,16,1
7330,32700,2015,200000,1197,0,7,0
7331,22900,2011,185500,1199,1,35,2
7332,57900,2013,190000,1968,1,32,2
7333,32900,2011,269000,1968,1,25,2
7334,153750,2019,135406,1968,1,9,1
7335,22000,2007,244000,1595,1,4,2
7336,60900,2017,161000,1598,1,32,1
7337,72600,2017,172277,1968,1,44,0
7338,54500,2018,184909,1598,1,16,1
7339,26900,2008,165412,1798,0,10,1
7340,104000,2017,175305,1968,1,44,1
7341,54900,2013,292600,1968,1,16,1
7342,75891,2015,108500,1984,0,16,1
7343,35424,2008,260000,2461,1,12,1
7344,41205,2011,249000,1968,1,48,2
7345,33950,2018,54900,999,0,49,1
7346,117799,2019,40560,1984,0,32,0
7347,49999,2017,226000,1598,1,32,0
7348,33900,2014,70000,1197,0,35,1
7349,149900,2019,93923,1984,0,2,1
7350,93000,2017,123469,1798,0,32,2
7351,10999,2003,177000,1598,0,47,1
7352,14800,2008,182000,1595,0,16,-
7353,55900,2019,103000,999,0,35,1
7354,35900,2011,310000,1598,1,47,2
7355,79900,2016,242000,1395,1,32,1
7356,16999,2009,152000,1896,1,16,1
7357,119300,2023,1,1498,0,41,-
7358,24900,2010,132000,1197,0,16,1
7359,36900,2013,84700,1197,0,35,1
7360,77900,2017,164000,1968,1,32,1
7361,6700,2004,404000,1968,1,32,1
7362,39000,2018,36000,999,0,49,1
7363,255000,2021,50,-,1,20,2
7364,139990,2023,-,-,1,16,-
7365,33999,2009,200000,1984,0,38,1
7366,99000,2020,70000,1968,1,32,-
7367,82799,2019,52107,1498,0,16,1
7368,8800,2004,307000,1896,1,16,1
7369,86000,2017,116000,1395,0,44,1
7370,129000,2015,209000,2967,1,46,1
7371,85900,2018,86900,1395,0,16,1
7372,75900,2015,150000,1968,1,16,1
7373,78500,2019,66110,999,0,40,1
7374,3900,1998,214000,1595,0,16,0
7375,44900,2014,170000,1968,1,32,1
7376,4900,2004,194000,1198,0,35,-
7377,34900,2014,270000,1968,1,25,1
7378,40590,2006,319000,1896,1,48,2
7379,90500,2017,91000,1968,1,32,1
7380,10900,2001,171000,1984,0,32,-
7381,88000,2017,84000,1968,1,32,1
7382,45800,2015,205000,1598,1,16,1
7383,30000,2018,104218,999,0,49,1
7384,27900,2015,158000,1422,1,35,-
7385,58500,2015,59600,1395,0,16,1
7386,127800,2023,1,1500,0,41,-
7387,58400,2018,112000,1598,1,16,1
7388,52500,2014,74884,1598,1,32,2
7389,84500,2017,126000,1968,1,32,1
7390,52900,2017,158000,1598,1,16,1
7391,8000,2003,380000,1896,1,32,2
7392,198380,2023,10,1498,0,44,-
7393,147000,2023,10,1498,0,41,-
7394,14900,2007,216000,1198,1,35,-
7395,165900,2023,9,1498,0,44,-
7396,180560,2023,10,1498,0,47,-
7397,259890,2022,1,-,1,21,-
7398,169800,2022,3000,1498,0,2,-
7399,66899,2018,87000,1498,0,16,0
7400,339980,2023,10,2967,1,46,-
7401,21900,2008,220000,1595,0,16,2
7402,85977,2017,131200,1968,1,44,1
7403,66900,2018,169000,1498,0,16,1
7404,10900,1991,275000,1272,0,16,-
7405,106500,2023,9,999,0,42,-
7406,384990,2022,5,1968,1,12,-
7407,44900,2013,152000,1968,1,16,1
7408,109200,2022,5,999,0,40,-
7409,113500,2022,10,999,0,41,-
7410,153400,2022,10,1498,0,41,-
7411,111700,2022,5,999,0,40,-
7412,17900,2011,220000,1199,1,35,1
7413,314683,2022,1,1968,1,30,-
7414,42900,2014,169538,1968,1,32,1
7415,69900,2017,238000,1968,1,16,1
7416,69000,2015,189000,1968,1,39,0
7417,16500,2006,246000,1896,1,16,1
7418,21900,2008,214647,1968,1,32,2
7419,41900,2011,189000,1968,1,44,1
7420,9900,2002,188000,1595,0,32,1
7421,42000,2014,180000,1598,1,7,1
7422,157000,2023,1,1498,0,16,-
7423,132100,2023,1,1498,0,16,-
7424,64500,2015,223000,1968,1,32,1
7425,14900,2005,230000,1896,1,35,-
7426,6300,1998,494600,1896,1,32,-
7427,133000,2023,5,1498,0,41,-
7428,52900,2013,229000,1968,1,44,1
7429,33000,1986,90000,1588,1,48,-
7430,104500,2020,50100,1498,0,16,1
7431,4499,2002,373230,1896,1,32,-
7432,108900,2020,64809,1968,1,7,1
7433,106100,2019,69057,1968,1,7,1
7434,98900,2018,134247,1968,1,32,2
7435,98900,2019,100874,1968,1,7,2
7436,139900,2018,85398,1968,1,2,1
7437,52999,2013,153000,1968,1,10,1
7438,46738,2015,255707,1598,1,16,2
7439,183900,2023,10,1968,1,32,-
7440,26500,2013,222000,1598,1,16,-
7441,56000,2015,88300,1395,0,16,1
7442,74600,2015,227000,1968,1,39,1
7443,24500,2006,284609,2967,1,46,0
7444,28500,2013,81000,999,0,49,1
7445,31980,2010,358000,1968,1,32,-
7446,25999,2011,261000,1598,1,16,1
7447,56800,2019,108544,999,0,16,1
7448,27500,2012,199200,1598,1,16,0
7449,22000,2008,188888,1390,0,16,2
7450,64900,2015,194002,1968,1,10,1
7451,94900,2020,29993,1498,0,41,1
7452,112000,2023,5,999,0,40,-
7453,84900,2019,142000,1498,0,32,1
7454,77799,2018,159796,1798,0,32,0
7455,46900,2015,200000,1968,1,16,2
7456,47900,2014,247000,1968,1,32,2
7457,15900,2008,174000,1390,0,35,1
7458,77900,2018,50000,1984,0,16,0
7459,9400,2004,220000,1390,0,16,1
7460,24500,2010,264000,1896,1,7,2
7461,25000,2007,325714,1968,1,16,-
7462,162800,2019,38000,1984,0,41,-
7463,28900,2009,126354,1595,0,16,2
7464,14900,2009,247000,1390,1,32,-
7465,12000,2001,342884,1984,1,32,-
7466,199999,2016,160000,1968,1,30,2
7467,17900,2007,202906,1390,0,16,1
7468,24900,2008,297000,2460,1,30,1
7469,21900,2008,227175,1595,0,25,1
7470,2900,2002,250000,1422,1,35,-
7471,76900,2018,198000,1968,1,32,1
7472,186000,2017,130000,1968,1,30,2
7473,59500,2015,269000,1598,1,32,-
7474,74999,2010,229000,1968,1,9,-
7475,17500,2008,250000,1896,1,32,1
7476,72000,2015,212200,1968,1,32,-
7477,69900,2020,122000,1598,1,16,1
7478,16900,2006,191000,1595,0,16,1
7479,97900,2019,39000,1395,0,25,-
7480,45900,2011,207000,1968,1,44,1
7481,139900,2020,23300,1498,0,47,1
7482,14999,2012,156500,1197,0,35,-
7483,59900,2014,200000,1968,1,44,1
7484,72000,2019,90000,1498,0,16,1
7485,40000,2009,89638,1390,0,38,2
7486,42000,2014,88000,2480,1,4,-
7487,34000,2014,67298,999,0,49,1
7488,32000,2016,68776,999,0,49,-
7489,143800,2020,32000,1968,1,32,2
7490,26600,2010,185958,1197,0,16,1
7491,105999,2017,65500,1968,1,2,0
7492,16000,2009,198000,1390,0,47,-
7493,132230,2022,5,1498,0,40,-
7494,18900,2005,242000,1595,0,7,1
7495,24600,2003,536338,2461,1,-,-
7496,430300,2022,5,2967,1,46,-
7497,45000,2011,116243,1390,0,25,-
7498,68900,2017,94000,1395,0,16,1
7499,87799,2019,67976,1498,0,16,1
7500,49500,2016,113700,1395,0,16,0
7501,9900,2001,185000,1984,0,5,-
7502,15600,2005,100300,1390,0,16,2
7503,47900,2015,222000,1598,1,16,1
7504,8900,2003,235000,1595,0,32,-
7505,34900,2013,302000,1968,1,32,1
7506,75000,2018,46157,999,0,35,2
7507,136600,2023,1,1498,0,16,-
7508,31000,2013,61529,1981,0,25,1
7509,80000,2014,274000,1968,1,1,-
7510,15999,2005,241000,1896,1,47,2
7511,20900,2007,195000,1390,0,47,1
7512,22999,2009,127000,1200,0,35,2
7513,8900,1999,165500,1984,0,5,-
7514,16500,2011,258000,1199,1,35,-
7515,63900,2016,93457,1395,0,16,1
